Error Message,Count,Percentage,claude-3-5,claude-3-7,deepseek-r1,deepseek-s3,gpt-4o,o3-mini,deployment,syntax_validation,yaml_validation
"Resource handler returned message: ""2 validation errors detected: Value 's3://vpc-flow-logs-644519422710-us-east-1/' at 'logDestination' has an invalid format; Value 'version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status' at 'logFormat' has an invalid format (Service: Ec2, Status Code: 400, Request ID: cb4424a3-e74e-41db-aa0f-75d99997ecce) (SDK Attempt Count: 1)"" (RequestToken: eab3eb9b-8317-5fe5-e254-ffe8fc8ba9b7, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,1,0,0,0,1,0,0
"'LogStatus' is not one of ['BucketNamePrefix', 'TrafficType', 'LogFilePrefix', 'KMSKeyArn', 'VPC', 'FlowLogsBucket', 'FlowLogsBucketPolicy', 'FlowLogsRole', 'VPCFlowLog', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",1,0.01,0,0,1,0,0,0,0,1,0
"Line 220: syntax error: expected <block end>, but found '-' (syntax)",1,0.01,0,0,0,0,0,1,0,0,1
"Resource handler returned message: ""Unable to marshall request to JSON: Parameter 'ClusterArn' must not be null"" (RequestToken: e3caa965-6514-78ea-3c58-fab3718200c1, HandlerErrorCode: InternalFailure)",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""Unable to marshall request to JSON: Parameter 'ClusterArn' must not be null"" (RequestToken: 9c6c4478-558b-ebdc-bd3c-164cadc3744f, HandlerErrorCode: InternalFailure)",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""Unable to marshall request to JSON: Parameter 'ClusterArn' must not be null"" (RequestToken: 46334d24-2999-cd66-312c-c34d63d664b3, HandlerErrorCode: InternalFailure)",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""Unable to marshall request to JSON: Parameter 'ClusterArn' must not be null"" (RequestToken: 9fc43890-bcf3-31b2-0924-81038d3ac1fc, HandlerErrorCode: InternalFailure)",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""Unable to marshall request to JSON: Parameter 'ClusterArn' must not be null"" (RequestToken: 367c0482-56ae-e814-938d-e2e45ee44b61, HandlerErrorCode: InternalFailure)",1,0.01,0,0,0,0,0,1,1,0,0
Additional properties are not allowed ('TargetControls' was unexpected),1,0.01,0,0,0,0,0,1,0,1,0
"{'Name': {'Ref': 'SafetyRuleName'}, 'ControlPanelArn': {'Fn::GetAtt': ['ARCControlPanel', 'ControlPanelArn']}, 'RuleConfig': {'Type': 'ATLEAST', 'Threshold': 1, 'WaitPeriodMs': 5000}, 'AssertionRule': {'AssertedControls': [{'Fn::GetAtt': ['RoutingControlRegion1', 'RoutingControlArn']}, {'Fn::GetAtt': ['RoutingControlRegion2', 'RoutingControlArn']}]}, 'GatingRule': {'GatingControls': []}} is valid under each of {'required': ['GatingRule', 'Name', 'ControlPanelArn', 'RuleConfig']}, {'required': ['AssertionRule', 'Name', 'ControlPanelArn', 'RuleConfig']}",1,0.01,0,0,0,0,0,1,0,1,0
"Resource handler returned message: ""Invalid parameter at 'PolicyText' failed to satisfy constraint: 'Invalid repository policy provided' (Service: Ecr, Status Code: 400, Request ID: d0ee3217-be14-4a9e-8bd2-2bfddfdfa875) (SDK Attempt Count: 1)"" (RequestToken: 57b997ea-2272-a6e8-ab43-1abcf7024197, HandlerErrorCode: GeneralServiceException)",1,0.01,0,0,0,0,0,1,1,0,0
Additional properties are not allowed ('SafetyRuleType' was unexpected),1,0.01,0,0,0,0,0,1,0,1,0
"Line 30: too many spaces inside brackets
Line 30: too many spaces inside brackets
Line 30: too many spaces inside brackets
Line 30: too many spaces inside brackets
Line 201: too many spaces inside brackets
Line 201: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
Parameter validation failed: parameter value CHANGE_ME for parameter name KeyName does not exist. Delete requested by user.,1,0.01,0,0,0,0,0,1,1,0,0
"Line 71: too many spaces inside brackets
Line 71: too many spaces inside brackets
Line 82: too many spaces inside brackets
Line 82: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Resource handler returned message: ""The key pair 'your-keypair' does not exist (Service: Ec2, Status Code: 400, Request ID: f41cbc50-a7b1-424a-bbf4-86ea323cf2d7) (SDK Attempt Count: 1)"" (RequestToken: 853eeb32-9820-2fec-784a-862861069dcd, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""The image id '[ami-0c55b159cbfafe1f0]' does not exist (Service: Ec2, Status Code: 400, Request ID: 12ac5dbe-9972-4090-9f73-639cfd1e75f9) (SDK Attempt Count: 1)"" (RequestToken: 82a8ebdb-a9d0-1e24-4827-653f71702de9, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
"Line 23: too many spaces inside brackets
Line 23: too many spaces inside brackets
Line 34: too many spaces inside brackets
Line 34: too many spaces inside brackets
Line 45: too many spaces inside brackets
Line 45: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"'i' is not one of ['VpcId', 'WorkerSubnets', 'LoadTestSubnet', 'WorkerInstanceType', 'LoadTestInstanceType', 'KeyName', 'ImageId', 'ScreenshotS3Bucket', 'ScreenshotQueue', 'WorkerInstanceRole', 'WorkerInstanceProfile', 'LoadTestInstanceRole', 'LoadTestInstanceProfile', 'InstanceSecurityGroup', 'WorkerLaunchTemplate', 'WorkerAutoScalingGroup', 'ScaleUpPolicy', 'ScaleDownPolicy', 'QueueScaleUpAlarm', 'QueueScaleDownAlarm', 'LoadTestInstance', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",1,0.01,0,0,0,0,0,1,0,1,0
"{'Name': {'Ref': 'SafetyRuleName'}, 'ControlPanelArn': {'Fn::GetAtt': ['ARCControlPanel', 'ControlPanelArn']}, 'SafetyRuleType': 'ASSERTION', 'AssertionRule': {'AssertedControls': [{'Fn::GetAtt': ['RoutingControlRegion1', 'RoutingControlArn']}, {'Fn::GetAtt': ['RoutingControlRegion2', 'RoutingControlArn']}], 'WaitPeriodMs': 5000}, 'Inverted': False} is not valid under any of the given schemas",1,0.01,0,0,0,0,0,1,0,1,0
'RetentionManagementFunction' dependency already enforced by a 'GetAtt' at 'Resources/RetentionManager/Properties/ServiceToken',1,0.01,0,1,0,0,0,0,0,1,0
Condition IsStreamEnabled not used,1,0.01,0,1,0,0,0,0,0,1,0
"Resource handler returned message: ""The specified bucket does not exist (Service: S3, Status Code: 404, Request ID: SX61MKF44RG3P4JZ, Extended Request ID: 5+jF1skv7nJplnA1dwbdZPskG2vFczW4yo7NXflRFaVgqc/kn8g5j6hs+P0mSzCg1Zp4ULBZvgIFP16EQig7g+RTDLQGInhJ) (SDK Attempt Count: 1)"" (RequestToken: 6c6e0cfe-7a8a-5698-1841-170fcf05f184, HandlerErrorCode: NotFound)",1,0.01,0,0,0,1,0,0,1,0,0
"'Packets' is not one of ['BucketNamePrefix', 'TrafficType', 'LogFilePrefix', 'KMSKeyArn', 'VPC', 'FlowLogsBucket', 'FlowLogsBucketPolicy', 'FlowLogsRole', 'VPCFlowLog', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",1,0.01,0,0,1,0,0,0,0,1,0
"'Bytes' is not one of ['BucketNamePrefix', 'TrafficType', 'LogFilePrefix', 'KMSKeyArn', 'VPC', 'FlowLogsBucket', 'FlowLogsBucketPolicy', 'FlowLogsRole', 'VPCFlowLog', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",1,0.01,0,0,1,0,0,0,0,1,0
'AlarmSNSTopic' dependency already enforced by a 'Ref' at 'Resources/ReadThroughputAlarm/Properties/OKActions/0',1,0.01,0,0,0,1,0,0,0,1,0
"'StartTime' is not one of ['BucketNamePrefix', 'TrafficType', 'LogFilePrefix', 'KMSKeyArn', 'VPC', 'FlowLogsBucket', 'FlowLogsBucketPolicy', 'FlowLogsRole', 'VPCFlowLog', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",1,0.01,0,0,1,0,0,0,0,1,0
"'EndTime' is not one of ['BucketNamePrefix', 'TrafficType', 'LogFilePrefix', 'KMSKeyArn', 'VPC', 'FlowLogsBucket', 'FlowLogsBucketPolicy', 'FlowLogsRole', 'VPCFlowLog', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",1,0.01,0,0,1,0,0,0,0,1,0
"'Action' is not one of ['BucketNamePrefix', 'TrafficType', 'LogFilePrefix', 'KMSKeyArn', 'VPC', 'FlowLogsBucket', 'FlowLogsBucketPolicy', 'FlowLogsRole', 'VPCFlowLog', 'AWS::AccountId', 'AWS::NoValue', 'AWS::NotificationARNs', 'AWS::Partition', 'AWS::Region', 'AWS::StackId', 'AWS::StackName', 'AWS::URLSuffix']",1,0.01,0,0,1,0,0,0,0,1,0
'CustomEventBus' dependency already enforced by a 'Ref' at 'Resources/EventBridgeRule/Properties/EventBusName',1,0.01,0,0,0,0,0,1,0,1,0
'APIDestination' dependency already enforced by a 'GetAtt' at 'Resources/EventBridgeRule/Properties/Targets/0/Arn',1,0.01,0,0,0,0,0,1,0,1,0
'EventsInvocationRole' dependency already enforced by a 'GetAtt' at 'Resources/EventBridgeRule/Properties/Targets/0/RoleArn',1,0.01,0,0,0,0,0,1,0,1,0
Access to account 123456789012 not allowed: No account found for the given parameters (Service: AWSSecretsManager; Status Code: 400; Error Code: AccessDeniedException; Request ID: 7294ab56-37ce-48d1-b729-0a9c1ac0c37c; Proxy: null),1,0.01,0,0,0,0,0,1,1,0,0
'SSMAutomationDocument' dependency already enforced by a 'Ref' at 'Resources/SSMAssociation/Properties/Name',1,0.01,0,0,0,0,0,1,0,1,0
"Resource handler returned message: ""Invalid request provided: Unknown action: aws:runShellScript (Service: Ssm, Status Code: 400, Request ID: 0de849e7-a249-492e-b0ee-07996d6e4669) (SDK Attempt Count: 1)"" (RequestToken: 1cb64959-5d1c-744f-6f40-746be87b4fbc, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
'LambdaFunction' dependency already enforced by a 'Ref' at 'Resources/LambdaPermissionForEvents/Properties/FunctionName',1,0.01,0,0,0,0,0,1,0,1,0
'LambdaCloudWatchEventRule' dependency already enforced by a 'GetAtt' at 'Resources/LambdaPermissionForEvents/Properties/SourceArn',1,0.01,0,0,0,0,0,1,0,1,0
'TodoAppAmplifyApp' dependency already enforced by a 'Ref' at 'Resources/ProductionBranch/Properties/AppId',1,0.01,0,0,0,0,0,1,0,1,0
"Resource handler returned message: ""Invalid request provided: You should at least provide one valid token (Service: Amplify, Status Code: 400, Request ID: c4e2f338-6b3f-4370-8648-6563eee31486) (SDK Attempt Count: 1)"" (RequestToken: 29de8dc0-c65d-ad00-1a02-bac992d9ac73, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
"Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 26: too many spaces inside brackets
Line 26: too many spaces inside brackets
Line 26: too many spaces inside brackets
Line 26: too many spaces inside brackets
Line 112: too many spaces inside brackets
Line 112: too many spaces inside brackets
Line 113: too many spaces inside brackets
Line 113: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Line 27: wrong indentation: expected 4 but found 6
Line 28: wrong indentation: expected 8 but found 10
Line 32: wrong indentation: expected 4 but found 6
Line 33: wrong indentation: expected 8 but found 10
Line 121: wrong indentation: expected 18 but found 20
Line 125: wrong indentation: expected 18 but found 20",1,0.01,0,0,0,0,0,1,0,0,1
"Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 26: too many spaces inside brackets
Line 26: too many spaces inside brackets
Line 26: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Resource handler returned message: ""Invalid principal in policy: com.amazon.balsa.error.InvalidPolicyException: The passed in policy has a statement with no principals! (Service: Iam, Status Code: 400, Request ID: 654cb4f3-e27a-4c80-a788-517c4abedbdd) (SDK Attempt Count: 1)"" (RequestToken: 73f843d5-3509-d9a9-0ad5-02385e613bbc, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""Invalid principal in policy: ""AWS"":""arn:aws:iam::012345678901:root"" (Service: Iam, Status Code: 400, Request ID: 757a628a-b355-4aa4-b5db-3f202ad3fce3) (SDK Attempt Count: 1)"" (RequestToken: 09c8c1ef-beb9-1c89-fa40-abc1a0a9bd93, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""Invalid principal in policy: ""AWS"":""arn:aws:iam::012345678901:root"" (Service: Iam, Status Code: 400, Request ID: 6bd8784a-bb06-48b7-8c50-a2c490f9b1ad) (SDK Attempt Count: 1)"" (RequestToken: 07534433-425b-2408-4332-db049bf432ee, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
Line 15: syntax error: found unknown escape character 'd' (syntax),1,0.01,0,0,0,0,0,1,0,0,1
"Line 61: too few spaces after comma
Line 74: too few spaces after comma
Line 87: too few spaces after comma
Line 100: too few spaces after comma
Line 226: too few spaces after comma
Line 226: too few spaces after comma
Line 229: too few spaces after comma
Line 229: too few spaces after comma
Line 232: too few spaces after comma
Line 232: too few spaces after comma",1,0.01,0,0,0,0,0,1,0,0,1
"Line 59: too many spaces inside brackets
Line 59: too many spaces inside brackets
Line 70: too many spaces inside brackets
Line 70: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Line 228: too many spaces inside brackets
Line 228: too many spaces inside brackets
Line 231: too many spaces inside brackets
Line 231: too many spaces inside brackets
Line 234: too many spaces inside brackets
Line 234: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Line 226: too many spaces inside brackets
Line 226: too many spaces inside brackets
Line 226: too many spaces inside brackets
Line 226: too many spaces inside brackets
Line 229: too many spaces inside brackets
Line 229: too many spaces inside brackets
Line 229: too many spaces inside brackets
Line 229: too many spaces inside brackets
Line 232: too many spaces inside brackets
Line 232: too many spaces inside brackets
Line 232: too many spaces inside brackets
Line 232: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Properties validation failed for resource ProductionBranch with message:
#/AppId: expected maxLength: 20, actual: 57",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""Invalid request provided: You should at least provide one valid token (Service: Amplify, Status Code: 400, Request ID: c159c3ab-6c0a-4bb8-96f0-09e3b9b597f8) (SDK Attempt Count: 1)"" (RequestToken: f2d1abe9-f04b-a780-7750-29da952f4750, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
"Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 54: too many spaces inside brackets
Line 54: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Line 26: too many spaces inside brackets
Line 26: too many spaces inside brackets
Line 57: wrong indentation: expected 8 but found 10",1,0.01,0,0,0,0,0,1,0,0,1
"Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets
Line 25: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Line 226: too few spaces after comma
Line 226: too few spaces after comma
Line 229: too few spaces after comma
Line 229: too few spaces after comma
Line 232: too few spaces after comma
Line 232: too few spaces after comma",1,0.01,0,0,0,0,0,1,0,0,1
"Line 74: too many spaces inside brackets
Line 74: too many spaces inside brackets
Line 85: too many spaces inside brackets
Line 85: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Parameter validation failed: parameter value subnet-89abcdef for parameter name DBSubnet2 does not exist, parameter value subnet-01234567 for parameter name DBSubnet1 does not exist. Delete requested by user.",1,0.01,0,0,0,0,0,1,1,0,0
"Parameter validation failed: parameter value subnet-yyyyyyyy for parameter name DBSubnet2 does not exist, parameter value subnet-xxxxxxxx for parameter name DBSubnet1 does not exist. Delete requested by user.",1,0.01,0,0,0,0,0,1,1,0,0
"Parameter validation failed: parameter value my-key for parameter name KeyName does not exist, parameter value ami-0abcdef1234567890 for parameter name AMIId does not exist, parameter value vpc-0123abcd for parameter name VpcId does not exist, parameter value subnet-89abcdef for parameter name SubnetId2 does not exist, parameter value subnet-01234567 for parameter name SubnetId1 does not exist. Delete requested by user.",1,0.01,0,0,0,0,0,1,1,0,0
"Line 95: syntax error: expected <block end>, but found '<scalar>' (syntax)",1,0.01,0,0,0,0,0,1,0,0,1
"Resource handler returned message: ""Invalid request provided: Unknown action: aws:runShellScript (Service: Ssm, Status Code: 400, Request ID: c7e5f1cb-0f86-42ea-abcc-db84f62b737a) (SDK Attempt Count: 1)"" (RequestToken: 876e290d-58f3-ea70-e564-98efce25478b, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""Invalid request provided: Unknown action: aws:runShellScript (Service: Ssm, Status Code: 400, Request ID: 779c62ed-b19d-4a50-af8e-d1d339bf1958) (SDK Attempt Count: 1)"" (RequestToken: 8b31ba42-a236-f516-ccc4-20209f50c331, HandlerErrorCode: InvalidRequest)",1,0.01,0,0,0,0,0,1,1,0,0
"Resource handler returned message: ""Error occurred during operation 'CreateAssociation'."" (RequestToken: ba09c61b-5d1a-4dcd-7414-0cfae208e4ac, HandlerErrorCode: GeneralServiceException)",1,0.01,0,0,0,0,0,1,1,0,0
"Line 38: too many spaces inside brackets
Line 38: too many spaces inside brackets
Line 50: too many spaces inside brackets
Line 50: too many spaces inside brackets
Line 62: too many spaces inside brackets
Line 62: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Line 58: too few spaces after comma
Line 60: too few spaces after comma
Line 62: too few spaces after comma
Line 64: too few spaces after comma",1,0.01,0,0,0,0,0,1,0,0,1
"Line 28: too many spaces inside brackets
Line 28: too many spaces inside brackets
Line 33: too many spaces inside brackets
Line 33: too many spaces inside brackets
Line 38: too many spaces inside brackets
Line 38: too many spaces inside brackets
Line 43: too many spaces inside brackets
Line 43: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Line 57: too many spaces inside brackets
Line 57: too many spaces inside brackets
Line 58: too many spaces inside brackets
Line 58: too many spaces inside brackets
Line 59: too many spaces after colon
Line 59: too many spaces inside brackets
Line 59: too many spaces inside brackets
Line 60: too many spaces after colon
Line 60: too many spaces inside brackets
Line 60: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Line 58: too many spaces inside brackets
Line 58: too many spaces inside brackets
Line 60: too many spaces inside brackets
Line 60: too many spaces inside brackets
Line 62: too many spaces inside brackets
Line 62: too many spaces inside brackets
Line 64: too many spaces inside brackets
Line 64: too many spaces inside brackets",1,0.01,0,0,0,0,0,1,0,0,1
"Line 31: too many spaces inside braces
Line 31: too many spaces inside braces
Line 83: too many spaces inside braces
Line 83: too many spaces inside braces",1,0.01,0,0,0,0,0,1,0,0,1
